name,palette,source,kind,paletteer-kind
ocean.speed,"['#FFFDCDFF', '#FDFAC7FF', '#FBF7C2FF', '#F9F4BCFF', '#F7F1B7FF', '#F6EEB1FF', '#F4EBACFF', '#F2E8A6FF', '#F0E5A1FF', '#EFE29BFF', '#EDDF96FF', '#EBDC90FF', '#E9D98BFF', '#E7D685FF', '#E4D480FF', '#E2D17AFF', '#DFCF75FF', '#DDCC6FFF', '#DACA6AFF', '#D7C764FF', '#D5C55FFF', '#D2C359FF', '#D0C054FF', '#CDBE4EFF', '#CABB49FF', '#C8B943FF', '#C4B73FFF', '#C0B63BFF', '#BCB437FF', '#B8B233FF', '#B4B12FFF', '#B0AF2BFF', '#ACAD27FF', '#A8AB22FF', '#A4AA1EFF', '#A0A81AFF', '#9CA616FF', '#98A512FF', '#94A311FF', '#8FA210FF', '#8AA010FF', '#869F0FFF', '#819D0FFF', '#7D9B0EFF', '#789A0EFF', '#74980DFF', '#6F970CFF', '#6B950CFF', '#66940BFF', '#62920BFF', '#5D910BFF', '#598F0DFF', '#548D0FFF', '#4F8B11FF', '#4B8913FF', '#468715FF', '#428517FF', '#3D8419FF', '#38821BFF', '#34801DFF', '#2F7E1FFF', '#2B7C21FF', '#267A23FF', '#247823FF', '#227624FF', '#1F7325FF', '#1D7126FF', '#1B6F27FF', '#196D27FF', '#166A28FF', '#146829FF', '#12662AFF', '#10642BFF', '#0D612BFF', '#0B5F2CFF', '#0B5D2CFF', '#0C5A2CFF', '#0D582BFF', '#0E552AFF', '#0F532AFF', '#105029FF', '#114E29FF', '#124B28FF', '#134928FF', '#144627FF', '#154426FF', '#164126FF', '#173F25FF', '#173C23FF', '#173A22FF', '#173820FF', '#17351FFF', '#17331DFF', '#17311CFF', '#172E1AFF', '#172C19FF', '#172A17FF', '#172716FF', '#172514FF', '#172313FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.tempo,"['#FFF6F4FF', '#FBF3F0FF', '#F7F1ECFF', '#F3EFE8FF', '#F0ECE5FF', '#ECEAE1FF', '#E8E8DDFF', '#E5E5DAFF', '#E1E3D6FF', '#DDE1D2FF', '#DADECFFF', '#D6DCCBFF', '#D2DAC7FF', '#CFD7C4FF', '#CBD5C0FF', '#C7D3BDFF', '#C3D1BAFF', '#BFCFB8FF', '#BBCDB5FF', '#B7CCB2FF', '#B3CAAFFF', '#AFC8ADFF', '#ABC6AAFF', '#A7C4A7FF', '#A3C2A4FF', '#9FC1A2FF', '#9BBF9FFF', '#97BD9CFF', '#93BB99FF', '#8EB997FF', '#89B796FF', '#85B694FF', '#80B493FF', '#7BB291FF', '#76B090FF', '#72AE8EFF', '#6DAC8CFF', '#68AA8BFF', '#63A989FF', '#5FA788FF', '#5AA586FF', '#55A385FF', '#51A183FF', '#4C9F82FF', '#489D82FF', '#449B81FF', '#3F9980FF', '#3B9780FF', '#37957FFF', '#33937FFF', '#2E917EFF', '#2A8F7EFF', '#268D7DFF', '#228B7DFF', '#1D897CFF', '#19877BFF', '#15857BFF', '#13827AFF', '#138079FF', '#147D78FF', '#147B77FF', '#147976FF', '#157675FF', '#157474FF', '#167173FF', '#166F72FF', '#176C70FF', '#176A6FFF', '#17676EFF', '#18656DFF', '#18626CFF', '#19606BFF', '#195D6AFF', '#195B68FF', '#195967FF', '#195665FF', '#1A5464FF', '#1A5263FF', '#1A4F61FF', '#1A4D60FF', '#1A4B5EFF', '#1B485DFF', '#1B465CFF', '#1B445AFF', '#1B4159FF', '#1B3F57FF', '#1B3D56FF', '#1A3A54FF', '#1A3853FF', '#193552FF', '#193350FF', '#18304FFF', '#182E4DFF', '#172B4CFF', '#17294BFF', '#162649FF', '#162448FF', '#152146FF', '#151F45FF', '#151D44FF']",The R package: {pals},sequential-1,discrete-sequential
ocean.thermal,"['#042333FF', '#042438FF', '#05263DFF', '#052842FF', '#062947FF', '#072B4CFF', '#082C52FF', '#0A2D58FF', '#0B2F5EFF', '#0D3064FF', '#10316BFF', '#133272FF', '#173279FF', '#1A3380FF', '#1E3387FF', '#23338CFF', '#293390FF', '#2F3395FF', '#35339AFF', '#3A339DFF', '#3F349DFF', '#44359DFF', '#49379DFF', '#4E389DFF', '#52399CFF', '#563B9BFF', '#593D9AFF', '#5D3E99FF', '#604098FF', '#644297FF', '#684395FF', '#6C4594FF', '#704793FF', '#744992FF', '#774A91FF', '#7A4B90FF', '#7E4D8FFF', '#814E8EFF', '#85508DFF', '#88518CFF', '#8C528CFF', '#8F548BFF', '#93558AFF', '#975689FF', '#9A5888FF', '#9E5987FF', '#A15A86FF', '#A55B85FF', '#A95D83FF', '#AD5E82FF', '#B15F80FF', '#B5607FFF', '#B9627DFF', '#BD637BFF', '#C16478FF', '#C56576FF', '#C86674FF', '#CC6771FF', '#CF696FFF', '#D36A6CFF', '#D66C69FF', '#DA6D66FF', '#DD6F63FF', '#E07260FF', '#E4745DFF', '#E7765AFF', '#EB7957FF', '#ED7B54FF', '#EF7E51FF', '#F1814EFF', '#F3844BFF', '#F58648FF', '#F68A46FF', '#F78D44FF', '#F89142FF', '#F9943FFF', '#FA983EFF', '#FA9C3EFF', '#FBA03DFF', '#FBA43CFF', '#FBA83CFF', '#FBAC3CFF', '#FBB03CFF', '#FAB53DFF', '#FAB93DFF', '#F9BD3EFF', '#F9C13FFF', '#F8C641FF', '#F8CA42FF', '#F7CE44FF', '#F6D245FF', '#F5D748FF', '#F3DB4AFF', '#F2DF4CFF', '#F1E34EFF', '#EFE850FF', '#EDEC53FF', '#EBF155FF', '#E9F558FF', '#E8FA5BFF']",The R package: {pals},sequential-1,discrete-sequential
ocean.turbid,"['#221F1BFF', '#24201CFF', '#27221DFF', '#29231EFF', '#2C251FFF', '#2F2620FF', '#312821FF', '#342A22FF', '#362B23FF', '#392D24FF', '#3C2E25FF', '#3E3027FF', '#413128FF', '#433329FF', '#46352AFF', '#49362BFF', '#4B382CFF', '#4E392DFF', '#513B2EFF', '#533C2EFF', '#563E2FFF', '#594030FF', '#5B4130FF', '#5E4331FF', '#614432FF', '#634632FF', '#664733FF', '#694934FF', '#6B4B34FF', '#6E4C35FF', '#714E36FF', '#734F36FF', '#765137FF', '#795338FF', '#7B5438FF', '#7D5638FF', '#805838FF', '#825A38FF', '#855B38FF', '#875D39FF', '#895F39FF', '#8C6139FF', '#8E6239FF', '#916439FF', '#93663AFF', '#96683AFF', '#98693AFF', '#9A6B3AFF', '#9D6D3AFF', '#9F6F3AFF', '#A1713BFF', '#A3733CFF', '#A5753CFF', '#A7783DFF', '#A97A3EFF', '#AB7D3FFF', '#AC7F3FFF', '#AE8140FF', '#B08441FF', '#B28641FF', '#B48842FF', '#B58B43FF', '#B78D44FF', '#B98F44FF', '#BB9245FF', '#BD9446FF', '#BF9747FF', '#C09949FF', '#C19C4BFF', '#C29F4EFF', '#C3A250FF', '#C5A453FF', '#C6A755FF', '#C7AA57FF', '#C8AD5AFF', '#C9B05CFF', '#CBB25FFF', '#CCB561FF', '#CDB864FF', '#CEBB66FF', '#CFBE68FF', '#D1C06BFF', '#D2C36DFF', '#D3C670FF', '#D5C974FF', '#D6CC78FF', '#D7CF7BFF', '#D9D27FFF', '#DAD583FF', '#DBD886FF', '#DDDB8AFF', '#DEDE8DFF', '#DFE191FF', '#E1E495FF', '#E2E798FF', '#E3EA9CFF', '#E5EDA0FF', '#E6F0A3FF', '#E7F3A7FF', '#E9F6ABFF']",The R package: {pals},sequential-1,discrete-sequential
ocean2,"['#F0E68CFF', '#FFFFCCFF', '#6699CCFF', '#CCCC00FF', '#C0C0C0FF', '#666699FF', '#FFFFCCFF', '#CCCC99FF', '#FFFFCCFF']",The R package: {ggprism},qualitative,discrete-qualitative
ocean3,"['#808000FF', '#FFFFCCFF', '#3F71A3FF', '#808000FF', '#666699FF', '#666699FF', '#FFFFCCFF', '#808000FF', '#FFFFFFFF']",The R package: {ggprism},qualitative,discrete-qualitative
ocean_r,"['#ffffff', '#fcfefe', '#f9fcfd', '#f6fbfc', '#f3f9fb', '#f0f7fa', '#edf6f9', '#eaf4f8', '#e7f3f7', '#e4f2f6', '#e1f0f5', '#deeef4', '#dbedf3', '#d8ebf2', '#d5eaf1', '#d2e8f0', '#cfe7ef', '#cce5ee', '#c9e4ed', '#c6e2ec', '#c3e1eb', '#c0e0ea', '#bddee9', '#badce8', '#b7dbe7', '#b4dae6', '#b1d8e5', '#aed7e4', '#abd5e3', '#a8d3e2', '#a5d2e1', '#a2d0e0', '#9fcfdf', '#9ccede', '#99ccdd', '#96cbdc', '#93c9db', '#90c8da', '#8dc6d9', '#8ac4d8', '#87c3d7', '#84c2d6', '#81c0d5', '#7ebed4', '#7bbdd3', '#78bcd2', '#75bad1', '#72b9d0', '#6fb7cf', '#6cb6ce', '#69b4cd', '#66b3cc', '#63b1cb', '#60b0ca', '#5daec9', '#5aacc8', '#57abc7', '#54aac6', '#51a8c5', '#4ea6c4', '#4ba5c3', '#48a3c2', '#45a2c1', '#42a0c0', '#3f9fbf', '#3c9ebe', '#399cbd', '#369bbc', '#3399bb', '#3098ba', '#2d96b9', '#2a94b8', '#2793b7', '#2492b6', '#2190b5', '#1e8eb4', '#1b8db3', '#188bb2', '#158ab1', '#1288b0', '#0f87af', '#0c85ae', '#0984ad', '#0682ac', '#0381ab', '#0080aa', '#007ea9', '#007da8', '#007ba7', '#007aa6', '#0078a5', '#0076a4', '#0075a3', '#0073a2', '#0072a1', '#0070a0', '#006f9f', '#006e9e', '#006c9d', '#006b9c', '#00699b', '#00689a', '#006699', '#006498', '#006397', '#006296', '#006095', '#005e94', '#005d93', '#005b92', '#005a91', '#005890', '#00578f', '#00568e', '#00548d', '#00538c', '#00518b', '#00508a', '#004e89', '#004d88', '#004b87', '#004a86', '#004885', '#004684', '#004583', '#004382', '#004281', '#004080', '#003f7f', '#003e7e', '#003c7d', '#003b7c', '#00397b', '#00377a', '#003679', '#003478', '#003377', '#003176', '#003075', '#002f74', '#002d73', '#002b72', '#002a71', '#002870', '#00276f', '#00266e', '#00246d', '#00236c', '#00216b', '#00206a', '#001e69', '#001d68', '#001b67', '#001a66', '#001865', '#001764', '#001563', '#001362', '#001261', '#001060', '#000f5f', '#000e5e', '#000c5d', '#000b5c', '#00095b', '#00075a', '#000659', '#000458', '#000357', '#000156', '#000055', '#000154', '#000353', '#000552', '#000651', '#000850', '#00094f', '#000a4e', '#000c4d', '#000d4c', '#000f4b', '#00114a', '#001249', '#001448', '#001547', '#001646', '#001845', '#001944', '#001b43', '#001d42', '#001e41', '#002040', '#00213f', '#00223e', '#00243d', '#00253c', '#00273b', '#00293a', '#002a39', '#002c38', '#002d37', '#002e36', '#003035', '#003134', '#003333', '#003532', '#003631', '#003830', '#00392f', '#003a2e', '#003c2d', '#003d2c', '#003f2b', '#00412a', '#004229', '#004428', '#004527', '#004626', '#004825', '#004924', '#004b23', '#004d22', '#004e21', '#005020', '#00511f', '#00521e', '#00541d', '#00551c', '#00571b', '#00591a', '#005a19', '#005c18', '#005d17', '#005e16', '#006015', '#006114', '#006313', '#006512', '#006611', '#006810', '#00690f', '#006a0e', '#006c0d', '#006d0c', '#006f0b', '#00710a', '#007209', '#007408', '#007507', '#007606', '#007805', '#007904', '#007b03', '#007d02', '#007e01', '#008000']",matplotlib/seaborn builtin,unknown,unknown
octillery,"['#D03810FF', '#F06830FF', '#800000FF', '#F8B068FF', '#905800FF', '#D09828FF', '#F8D050FF', '#F8F8A8FF', '#F8F8F8FF', '#787880FF', '#A8A8B0FF', '#D0D0D0FF']",The R package: {palettetown},qualitative,discrete-qualitative
oddish,"['#70A830FF', '#98D048FF', '#506028FF', '#486880FF', '#7090A0FF', '#304858FF', '#B8F870FF', '#90B0C0FF', '#F8B838FF', '#F84800FF']",The R package: {palettetown},qualitative,discrete-qualitative
office,"['#000080FF', '#800040FF', '#4C4C4CFF', '#008080FF', '#004080FF', '#800080FF', '#008040FF', '#0000FFFF', '#5757F9FF']",The R package: {ggprism},qualitative,discrete-qualitative
ohbrother,"['#1A0F0AFF', '#3D291AFF', '#715639FF', '#747D6DFF', '#AD9D0BFF', '#94C4DFFF', '#E6DDA8FF']",The R package: {yarrr},qualitative,discrete-qualitative
okabeito,"['#000000FF', '#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF']",The R package: {khroma},qualitative,discrete-qualitative
okabeitoblack,"['#E69F00FF', '#56B4E9FF', '#009E73FF', '#F0E442FF', '#0072B2FF', '#D55E00FF', '#CC79A7FF', '#000000FF']",The R package: {khroma},qualitative,discrete-qualitative
okavango,"['#F7EDCAFF', '#F5DC9AFF', '#8EB155FF', '#497367FF', '#2B3F00FF', '#764000FF', '#E19E57FF', '#020570FF', '#3165B1FF', '#B8F7FEFF']",The R package: {werpals},qualitative,discrete-qualitative
okeeffe,"['#0E122DFF', '#182044FF', '#51628EFF', '#91A1BAFF', '#AFD0C9FF']",The R package: {rtist},qualitative,discrete-qualitative
oldenburg,"['#95B1C9FF', '#263656FF', '#698946FF', '#F8D440FF', '#C82720FF']",The R package: {rtist},qualitative,discrete-qualitative
oleron,"['#192659FF', '#1A275AFF', '#1D285BFF', '#1E2B5EFF', '#1F2C5FFF', '#202D60FF', '#222E61FF', '#243164FF', '#263265FF', '#273366FF', '#283467FF', '#2B376AFF', '#2C386BFF', '#2D396CFF', '#2E3A6EFF', '#313D70FF', '#323F72FF', '#333F72FF', '#344174FF', '#374376FF', '#394578FF', '#394679FF', '#3B477AFF', '#3D4A7DFF', '#3F4B7EFF', '#404C7FFF', '#414E81FF', '#445083FF', '#455285FF', '#465386FF', '#485487FF', '#4A578AFF', '#4C598CFF', '#4D598CFF', '#4E5B8EFF', '#515E91FF', '#525F92FF', '#536093FF', '#556396FF', '#586497FF', '#596699FF', '#5A679AFF', '#5D689BFF', '#5E6B9EFF', '#5F6C9FFF', '#616EA1FF', '#6470A3FF', '#6572A5FF', '#6673A6FF', '#6874A9FF', '#6B77AAFF', '#6C79ACFF', '#6D7AADFF', '#707DB0FF', '#727EB1FF', '#727FB2FF', '#7481B4FF', '#7784B7FF', '#7985B8FF', '#7986B9FF', '#7B88BBFF', '#7E8BBEFF', '#7F8CBFFF', '#818DC0FF', '#8390C3FF', '#8592C5FF', '#8693C6FF', '#8896C9FF', '#8B97CAFF', '#8C99CCFF', '#8D9ACDFF', '#909DD0FF', '#929FD2FF', '#93A0D2FF', '#96A1D4FF', '#98A4D7FF', '#99A5D8FF', '#9AA7DAFF', '#9DAADCFF', '#9FACDEFF', '#A0ACDFFF', '#A3AEE0FF', '#A4B1E3FF', '#A5B2E5FF', '#A7B4E5FF', '#AAB7E7FF', '#ACB8E9FF', '#ACB9EAFF', '#AEBBEBFF', '#B1BDECFF', '#B2BFEDFF', '#B3C0EEFF', '#B6C1F0FF', '#B7C4F1FF', '#B8C5F2FF', '#B9C6F2FF', '#BBC9F2FF', '#BDCAF3FF', '#BFCBF3FF', '#BFCCF4FF', '#C1CDF4FF', '#C3D0F6FF', '#C4D1F6FF', '#C5D2F7FF', '#C6D3F7FF', '#C7D4F8FF', '#CAD6F8FF', '#CBD8F8FF', '#CCD8F8FF', '#CDD9F8FF', '#CEDCF8FF', '#D0DDF9FF', '#D2DEF9FF', '#D2DFF9FF', '#D3E0FAFF', '#D6E1FAFF', '#D7E4FAFF', '#D8E5FCFF', '#D9E5FCFF', '#DAE7FCFF', '#DCE9FDFF', '#DEEAFDFF', '#DFEBFDFF', '#DFECFEFF', '#E1EDFEFF', '#E3F0FEFF', '#E4F1FFFF', '#E5F2FFFF', '#194C00FF', '#1D4C00FF', '#1F4D00FF', '#214E00FF', '#254E00FF', '#265000FF', '#2A5100FF', '#2C5100FF', '#2E5200FF', '#315200FF', '#335300FF', '#345300FF', '#385400FF', '#395500FF', '#3B5500FF', '#3E5700FF', '#3F5700FF', '#415800FF', '#445900FF', '#465900FF', '#485900FF', '#4B5A00FF', '#4C5B00FF', '#4E5B01FF', '#515D01FF', '#525E01FF', '#545F02FF', '#575F04FF', '#595F05FF', '#5B6006FF', '#5E6106FF', '#5F6308FF', '#63640AFF', '#65660CFF', '#66660DFF', '#6A6710FF', '#6C6812FF', '#6D6A13FF', '#716C15FF', '#726C18FF', '#746D19FF', '#78701DFF', '#79711FFF', '#7B7220FF', '#7E7322FF', '#807425FF', '#837627FF', '#85782AFF', '#86792CFF', '#8A7A2DFF', '#8C7B31FF', '#8D7D33FF', '#907F34FF', '#927F37FF', '#938139FF', '#97833BFF', '#99843EFF', '#9A853FFF', '#9D8643FF', '#9F8845FF', '#A08A46FF', '#A38C48FF', '#A58C4CFF', '#A78E4DFF', '#AA9050FF', '#AC9252FF', '#AD9254FF', '#B19457FF', '#B29759FF', '#B4985BFF', '#B7995EFF', '#B99B5FFF', '#BB9D63FF', '#BE9F65FF', '#C0A066FF', '#C3A36AFF', '#C5A46CFF', '#C6A56DFF', '#CAA771FF', '#CCAA72FF', '#CDAC74FF', '#D1AC78FF', '#D2AE79FF', '#D4B17BFF', '#D7B27FFF', '#D8B480FF', '#DCB684FF', '#DEB885FF', '#DFB988FF', '#E1BB8BFF', '#E4BE8DFF', '#E5BF90FF', '#E6C192FF', '#E9C494FF', '#EAC598FF', '#EBC699FF', '#ECC99DFF', '#EDCB9FFF', '#F0CCA1FF', '#F1CDA4FF', '#F2D0A6FF', '#F2D2A9FF', '#F2D3ABFF', '#F3D4ADFF', '#F4D7B0FF', '#F4D8B2FF', '#F6D9B4FF', '#F6DCB7FF', '#F7DEB8FF', '#F7DFBBFF', '#F7E0BEFF', '#F8E1BFFF', '#F8E4C3FF', '#F8E5C5FF', '#F8E6C6FF', '#F8E9C9FF', '#F8EACCFF', '#F9EBCDFF', '#F9EDD0FF', '#F9EED2FF', '#FAF1D4FF', '#FAF2D7FF', '#FAF3D9FF', '#FAF6DCFF', '#FCF8DEFF', '#FCF8E0FF', '#FCFAE3FF', '#FDFDE5FF']",The R package: {khroma},diverging,discrete-diverging
olga,"['#C9E3C2FF', '#8BC8CBFF', '#ECCD80FF', '#F5AB70FF', '#9C87A1FF']",The R package: {ltc},qualitative,discrete-qualitative
olsen_qual,"['#C47000FF', '#E0C48CFF', '#8C3800FF', '#E0A81CFF', '#8CA8C4FF', '#385438FF']",The R package: {ochRe},qualitative,discrete-qualitative
olsen_seq,"['#701C00FF', '#8C3800FF', '#A85400FF', '#C47000FF', '#C48C1CFF', '#E0A81CFF', '#E0C48CFF', '#E0E0E0FF', '#C4C4C4FF', '#8CA8C4FF', '#708CA8FF', '#1C54A8FF', '#385438FF', '#38381CFF']",The R package: {ochRe},qualitative,discrete-qualitative
omanyte,"['#E8E088FF', '#A8A048FF', '#605810FF', '#60A8A0FF', '#80C8C0FF', '#F8F8A8FF', '#105850FF', '#C8C068FF', '#388078FF', '#F8F8F8FF', '#E0E0E0FF', '#606060FF']",The R package: {palettetown},qualitative,discrete-qualitative
omastar,"['#60A8A0FF', '#A8A048FF', '#686010FF', '#E8E088FF', '#106058FF', '#C8C068FF', '#80C8C0FF', '#F8F8A8FF', '#98E0D8FF', '#F8E8B0FF', '#F0D060FF', '#B09840FF']",The R package: {palettetown},qualitative,discrete-qualitative
onix,"['#807878FF', '#B8B0B0FF', '#D8D0D0FF', '#504848FF', '#F0E8E8FF', '#F8F8F8FF']",The R package: {palettetown},qualitative,discrete-qualitative
orange_material,"['#FFF3E0FF', '#FFE0B2FF', '#FFCC80FF', '#FFB74DFF', '#FFA726FF', '#FF9800FF', '#FB8C00FF', '#F57C00FF', '#EF6C00FF', '#E65100FF']",The R package: {ggsci},sequential,discrete-sequential
original,"['#CD0000FF', '#551A8BFF', '#FF7F00FF', '#00CD00FF', '#FFFF00FF']",The R package: {RSkittleBrewer},qualitative,discrete-qualitative
oriole,"['#8A3223FF', '#BB5645FF', '#D97878FF', '#E2ABA0FF', '#D0CFE9FF', '#A29EB8FF', '#6C6B75FF', '#B8A53FFF', '#93862AFF', '#4D4019FF']",The R package: {feathers},qualitative,discrete-qualitative
oslo,"['#000000FF', '#000102FF', '#000205FF', '#010406FF', '#010508FF', '#01060BFF', '#02060CFF', '#02070EFF', '#040A11FF', '#040B12FF', '#050C13FF', '#050C14FF', '#060D15FF', '#060E18FF', '#061019FF', '#061119FF', '#07111AFF', '#07121BFF', '#08131EFF', '#08131FFF', '#0A141FFF', '#0A1520FF', '#0A1522FF', '#0A1724FF', '#0B1825FF', '#0B1926FF', '#0B1927FF', '#0B1928FF', '#0B1A2BFF', '#0B1B2CFF', '#0B1D2DFF', '#0C1D2EFF', '#0C1E30FF', '#0C1F32FF', '#0C1F33FF', '#0C2034FF', '#0C2135FF', '#0C2238FF', '#0C2439FF', '#0D2439FF', '#0D253BFF', '#0D263DFF', '#0D263FFF', '#0E273FFF', '#0E2841FF', '#0E2A43FF', '#102B45FF', '#102C46FF', '#102C47FF', '#112D4AFF', '#112E4BFF', '#11304CFF', '#12314DFF', '#123250FF', '#133351FF', '#133352FF', '#133453FF', '#133555FF', '#133758FF', '#133859FF', '#14395AFF', '#14395BFF', '#143A5EFF', '#153B5FFF', '#153D60FF', '#153E63FF', '#173F65FF', '#173F66FF', '#184067FF', '#184168FF', '#18436BFF', '#19446CFF', '#19456DFF', '#194670FF', '#194672FF', '#194772FF', '#1A4874FF', '#1A4A77FF', '#1B4B78FF', '#1B4C79FF', '#1D4C7BFF', '#1D4D7DFF', '#1E4E7FFF', '#1F5080FF', '#1F5181FF', '#1F5284FF', '#205285FF', '#205386FF', '#215488FF', '#22558BFF', '#22578CFF', '#24588DFF', '#255990FF', '#265991FF', '#265A92FF', '#265B94FF', '#275D96FF', '#285D98FF', '#2A5E99FF', '#2B5F9AFF', '#2C5F9DFF', '#2C609FFF', '#2D619FFF', '#2E63A1FF', '#3064A4FF', '#3165A5FF', '#3266A6FF', '#3366A9FF', '#3367ABFF', '#3468ACFF', '#356AADFF', '#376BB0FF', '#386CB1FF', '#396CB2FF', '#3A6DB4FF', '#3B6EB6FF', '#3D70B8FF', '#3E71B8FF', '#3F72BAFF', '#4072BBFF', '#4173BEFF', '#4476BFFF', '#4577C0FF', '#4678C1FF', '#4779C3FF', '#4A79C4FF', '#4B7AC5FF', '#4C7BC5FF', '#4D7DC6FF', '#507EC7FF', '#517FC7FF', '#527FC9FF', '#5380C9FF', '#5581CAFF', '#5783CAFF', '#5884CAFF', '#5985CAFF', '#5A85CBFF', '#5B85CBFF', '#5E86CBFF', '#5F87CBFF', '#5F88CBFF', '#618ACBFF', '#638ACBFF', '#648BCBFF', '#658CCBFF', '#668CCBFF', '#678CCBFF', '#688DCBFF', '#6A8ECBFF', '#6C90CBFF', '#6C90CBFF', '#6D91CAFF', '#6E92CAFF', '#7192CAFF', '#7293CAFF', '#7293CAFF', '#7394CAFF', '#7696CAFF', '#7797CAFF', '#7897CAFF', '#7998CAFF', '#7A99CAFF', '#7B99CAFF', '#7D99CAFF', '#7E9ACAFF', '#7F9BCAFF', '#809DCAFF', '#819DCAFF', '#839ECAFF', '#859FCAFF', '#859FCAFF', '#869FC9FF', '#88A0C9FF', '#8AA1C9FF', '#8BA3C9FF', '#8CA3C9FF', '#8DA4C9FF', '#8EA5C9FF', '#90A5C9FF', '#91A6C9FF', '#92A6C9FF', '#93A7C9FF', '#94A9C9FF', '#96AAC9FF', '#98AAC9FF', '#99ABC9FF', '#99ACC9FF', '#9BACC9FF', '#9DACC9FF', '#9EADC9FF', '#9FAEC9FF', '#A0B0C7FF', '#A1B1C7FF', '#A3B1C7FF', '#A4B2C7FF', '#A5B2C7FF', '#A6B3C7FF', '#A7B3C7FF', '#AAB4C7FF', '#ABB6C7FF', '#ACB7C7FF', '#ADB8C7FF', '#AEB8C7FF', '#B0B8C7FF', '#B1B9C7FF', '#B2BAC7FF', '#B3BBC7FF', '#B4BDC7FF', '#B7BDC7FF', '#B8BEC9FF', '#B9BFC9FF', '#BABFC9FF', '#BBC0C9FF', '#BEC1CAFF', '#BFC3CAFF', '#C0C4CBFF', '#C1C5CBFF', '#C4C6CCFF', '#C5C7CCFF', '#C6C9CCFF', '#C7CACDFF', '#CACCCEFF', '#CBCCD0FF', '#CCCDD1FF', '#CED0D2FF', '#D0D1D2FF', '#D2D2D3FF', '#D2D3D4FF', '#D4D6D7FF', '#D7D7D8FF', '#D8D8D8FF', '#D9D9DAFF', '#DADCDCFF', '#DDDDDEFF', '#DFDFDFFF', '#DFDFE0FF', '#E1E1E1FF', '#E3E4E4FF', '#E5E5E5FF', '#E6E6E6FF', '#E7E7E7FF', '#EAEAEAFF', '#EBEBEBFF', '#ECECECFF', '#EEEEEEFF', '#F0F0F0FF', '#F2F2F2FF', '#F3F3F3FF', '#F4F4F4FF', '#F7F7F7FF', '#F8F8F8FF', '#F9F9F9FF', '#FCFCFCFF', '#FDFDFDFF', '#FFFFFFFF']",The R package: {khroma},sequential,discrete-sequential
ottoman,"['#05215DFF', '#BFC8D3FF', '#E63833FF', '#5E9546FF', '#3381A8FF']",The R package: {IslamicArt},qualitative,discrete-qualitative
oxon,"['#4D3161FF', '#E46E30FF', '#A82A36FF', '#0D4278FF', '#A2D2D4FF']",The R package: {suffrager},qualitative,discrete-qualitative
ozuna,"['#7E0734FF', '#04AAB3FF', '#0F3645FF', '#603A79FF', '#A0405DFF', '#246B82FF', '#B3B4AFFF', '#F5F561FF', '#4B1E3DFF']",The R package: {peRReo},qualitative,discrete-qualitative
p_breviceps,"['#040403FF', '#423A31FF', '#6E5D54FF', '#684E2DFF', '#BEA26CFF', '#F5DEB6FF']",The R package: {colRoz},qualitative,discrete-qualitative
p_cincta,"['#CFC7C4FF', '#75767AFF', '#DCA074FF', '#994B1EFF', '#593C2AFF', '#1B1110FF']",The R package: {colRoz},qualitative,discrete-qualitative
p_mitchelli,"['#3F2723FF', '#F4F4DAFF', '#9B7B66FF', '#DBF379FF', '#4F6A35FF']",The R package: {colRoz},qualitative,discrete-qualitative
pacers,"['#041E42FF', '#FFC72CFF', '#B1B3B3FF']",The R package: {nbapalettes},qualitative,discrete-qualitative
pacers_classic,"['#FFA400FF', '#862633FF']",The R package: {nbapalettes},qualitative,discrete-qualitative
pacers_foundation,"['#0047BBFF', '#EFD19FFF', '#5B7F95FF', '#FFB81CFF']",The R package: {nbapalettes},qualitative,discrete-qualitative
pacers_venue,"['#782F40FF', '#004E42FF', '#F2C75CFF', '#010101FF']",The R package: {nbapalettes},qualitative,discrete-qualitative
paired,"['#9E4058FF', '#C2697FFF', '#D0641EFF', '#E68E54FF', '#F9AB0EFF', '#FBC559FF', '#589E40FF', '#7FC269FF', '#2C3778FF', '#4151B0FF', '#513965FF', '#785596FF']",The R package: {DresdenColor},qualitative,discrete-qualitative
pal10,"['#3E71A8FF', '#577F9FFF', '#698E96FF', '#779D8DFF', '#84AD83FF', '#8FBD77FF', '#99CD6BFF', '#A2DD5CFF', '#AAEE49FF', '#B2FF2EFF']",The R package: {jcolors},sequential,discrete-sequential
pal11,"['#202547FF', '#323649FF', '#41474BFF', '#4E5A4CFF', '#5C6C4CFF', '#68804CFF', '#75944BFF', '#81A949FF', '#8EBE45FF', '#9AD340FF', '#A6E939FF', '#B2FF2EFF']",The R package: {jcolors},sequential,discrete-sequential
pal12,"['#202547FF', '#43444AFF', '#5F654AFF', '#7B8948FF', '#97B043FF', '#B2D736FF', '#CEFF1AFF', '#D8E01BFF', '#DFC11BFF', '#E2A11BFF', '#E37F1BFF', '#E1581AFF', '#DE1A1AFF']",The R package: {jcolors},sequential,discrete-sequential
pal2,"['#3E71A8FF', '#CEFF1AFF', '#870E75FF', '#FE6900FF', '#0BB19FFF']",The R package: {jcolors},qualitative,discrete-qualitative
