name,palette,source,kind,paletteer-kind
Bismuth,"['#93AACAFF', '#F6B8BDFF', '#24DABEFF', '#C95657FF', '#89699CFF', '#71F8D3FF', '#BF3847FF', '#19090FFF']",The R package: {tvthemes},qualitative,discrete-qualitative
BluGrn,"['#C4E6C3FF', '#96D2A4FF', '#6DBC90FF', '#4DA284FF', '#36877AFF', '#266B6EFF', '#1D4F60FF']",The R package: {rcartocolor},sequential,discrete-sequential
BluYl,"['#F7FEAEFF', '#B7E6A5FF', '#7CCBA2FF', '#46AEA0FF', '#089099FF', '#00718BFF', '#045275FF']",The R package: {rcartocolor},sequential,discrete-sequential
Blue,"['#B9DDF1FF', '#B7DCF0FF', '#B5DAEFFF', '#B3D9EFFF', '#B1D8EEFF', '#AFD6EDFF', '#ADD5ECFF', '#ACD4ECFF', '#AAD2EBFF', '#A8D1EAFF', '#A6D0E9FF', '#A4CEE8FF', '#A2CDE7FF', '#A0CBE7FF', '#9EC9E6FF', '#9CC8E5FF', '#9AC7E4FF', '#99C5E3FF', '#97C4E2FF', '#95C2E1FF', '#93C1E0FF', '#92C0DFFF', '#90BEDEFF', '#8EBDDDFF', '#8DBBDCFF', '#8BBADBFF', '#89B8DAFF', '#87B7D9FF', '#86B5D8FF', '#84B3D7FF', '#82B2D6FF', '#80B0D5FF', '#7FAFD4FF', '#7EAED3FF', '#7CADD2FF', '#7BACD1FF', '#7AABD0FF', '#78A9CEFF', '#77A8CDFF', '#76A7CCFF', '#74A5CBFF', '#73A4CAFF', '#72A3C9FF', '#70A1C7FF', '#6E9FC6FF', '#6D9EC5FF', '#6B9CC4FF', '#6A9BC3FF', '#699AC2FF', '#6798C1FF', '#6697C0FF', '#6495BFFF', '#6394BEFF', '#6293BDFF', '#6091BCFF', '#5F90BBFF', '#5D8EBAFF', '#5B8CB8FF', '#5A8BB7FF', '#598AB6FF', '#5788B5FF', '#5687B4FF', '#5586B3FF', '#5384B1FF', '#5283B0FF', '#5182AFFF', '#5081AEFF', '#4F80ADFF', '#4E7FACFF', '#4D7DABFF', '#4B7CA9FF', '#4A7BA8FF', '#4979A7FF', '#4878A6FF', '#4778A5FF', '#4679A3FF', '#4579A2FF', '#447AA1FF', '#437A9FFF', '#42779EFF', '#41749DFF', '#40719BFF', '#3F6E9AFF', '#3D6B98FF', '#3C6997FF', '#3B6896FF', '#3A6794FF', '#396693FF', '#386592FF', '#366390FF', '#35628FFF', '#34618EFF', '#325F8CFF', '#315E8BFF', '#305D8AFF', '#2F5C88FF', '#2D5A87FF', '#2C5986FF', '#2B5884FF', '#2A5783FF']",The R package: {ggthemes},sequential-1,discrete-sequential
Blue Light,"['#E5E5E5FF', '#E5E5E5FF', '#E4E5E5FF', '#E4E5E6FF', '#E4E5E6FF', '#E3E4E6FF', '#E3E4E6FF', '#E3E4E6FF', '#E3E4E6FF', '#E2E4E7FF', '#E2E4E7FF', '#E2E4E7FF', '#E1E4E7FF', '#E1E3E7FF', '#E1E3E8FF', '#E0E3E8FF', '#E0E3E8FF', '#E0E3E8FF', '#E0E3E8FF', '#DFE3E8FF', '#DFE3E8FF', '#DFE2E9FF', '#DEE2E9FF', '#DEE2E9FF', '#DEE2E9FF', '#DDE2E9FF', '#DDE2E9FF', '#DDE2E9FF', '#DDE2E9FF', '#DCE1EAFF', '#DCE1EAFF', '#DCE1EAFF', '#DBE1EAFF', '#DBE1EAFF', '#DBE1EAFF', '#DAE1EAFF', '#DAE1EAFF', '#DAE1EAFF', '#D9E0EBFF', '#D9E0EBFF', '#D8E0EBFF', '#D8E0EBFF', '#D8E0EBFF', '#D7E0EBFF', '#D7E0EBFF', '#D7E0EBFF', '#D6DFECFF', '#D6DFECFF', '#D6DFECFF', '#D5DFECFF', '#D5DFECFF', '#D5DFECFF', '#D4DFECFF', '#D4DEEDFF', '#D4DEEDFF', '#D3DEEDFF', '#D3DEEDFF', '#D3DEEDFF', '#D2DDEEFF', '#D2DDEEFF', '#D2DDEEFF', '#D2DDEEFF', '#D1DDEEFF', '#D1DDEEFF', '#D1DCEFFF', '#D0DCEFFF', '#D0DCEFFF', '#D0DCEFFF', '#CFDCEFFF', '#CFDCEFFF', '#CFDCEFFF', '#CEDBF0FF', '#CEDBF0FF', '#CDDBF0FF', '#CDDBF0FF', '#CDDBF0FF', '#CCDBF0FF', '#CCDBF0FF', '#CCDBF0FF', '#CBDAF1FF', '#CBDAF1FF', '#CBDAF1FF', '#CADAF1FF', '#CADAF1FF', '#C9DAF1FF', '#C9DAF1FF', '#C9DAF1FF', '#C8D9F2FF', '#C8D9F2FF', '#C8D9F2FF', '#C7D9F2FF', '#C7D9F2FF', '#C7D9F2FF', '#C6D9F2FF', '#C6D9F2FF', '#C5D8F3FF', '#C5D8F3FF', '#C5D8F3FF', '#C4D8F3FF', '#C4D8F3FF']",The R package: {ggthemes},sequential-1,discrete-sequential
Blue-Green Sequential,"['#FEFFD9FF', '#FDFFD7FF', '#FDFED6FF', '#FCFED4FF', '#FBFED3FF', '#FAFDD1FF', '#FAFDD0FF', '#F9FDCEFF', '#F8FDCCFF', '#F8FCCBFF', '#F7FCC9FF', '#F6FCC8FF', '#F5FBC6FF', '#F5FBC5FF', '#F4FBC3FF', '#F3FAC1FF', '#F2FAC0FF', '#F1FABFFF', '#F0F9BEFF', '#EFF9BDFF', '#EEF9BCFF', '#EDF8BBFF', '#ECF8BBFF', '#EBF7BAFF', '#E9F7B9FF', '#E8F6B8FF', '#E7F6B8FF', '#E6F6B7FF', '#E5F5B6FF', '#E4F5B5FF', '#E2F4B4FF', '#E1F4B4FF', '#E0F3B3FF', '#DFF3B2FF', '#DDF2B2FF', '#DCF2B2FF', '#DAF1B2FF', '#D9F1B2FF', '#D7F0B2FF', '#D5F0B2FF', '#D4EFB2FF', '#D2EFB2FF', '#D0EEB1FF', '#CFEEB1FF', '#CDEDB1FF', '#CBECB1FF', '#CAECB1FF', '#C8EBB1FF', '#C6EBB1FF', '#C5EAB1FF', '#C3E9B1FF', '#C0E8B2FF', '#BDE7B2FF', '#BAE6B2FF', '#B8E5B3FF', '#B5E3B3FF', '#B2E2B3FF', '#AFE1B4FF', '#ACE0B4FF', '#A9DEB5FF', '#A6DDB5FF', '#A3DCB5FF', '#A0DBB6FF', '#9DDAB6FF', '#9AD8B6FF', '#97D7B7FF', '#94D6B7FF', '#92D5B7FF', '#8FD4B8FF', '#8DD3B8FF', '#8AD2B9FF', '#88D1B9FF', '#86D0BAFF', '#83CFBAFF', '#81CEBAFF', '#7ECDBBFF', '#7BCCBBFF', '#79CBBCFF', '#76CABCFF', '#73C9BDFF', '#70C8BDFF', '#6DC7BDFF', '#6AC6BEFF', '#68C5BEFF', '#66C4BFFF', '#64C3BFFF', '#62C2BFFF', '#60C1C0FF', '#5DC0C0FF', '#5BBFC0FF', '#59BFC1FF', '#57BEC1FF', '#54BDC1FF', '#52BCC2FF', '#4FBBC2FF', '#4DBAC3FF', '#4ABAC3FF', '#47B9C3FF', '#44B8C4FF', '#41B7C4FF']",The R package: {ggthemes},sequential-1,discrete-sequential
Blue-Red,"['#023FA5FF', '#1A44A4FF', '#2749A4FF', '#314DA4FF', '#3952A5FF', '#4056A6FF', '#465BA8FF', '#4D5FA9FF', '#5264AAFF', '#5868ACFF', '#5D6CAEFF', '#6371AFFF', '#6875B1FF', '#6D79B3FF', '#727DB5FF', '#7681B7FF', '#7B85B8FF', '#8089BAFF', '#848DBCFF', '#8991BEFF', '#8D95BFFF', '#9199C1FF', '#959CC3FF', '#9AA0C5FF', '#9EA4C6FF', '#A2A7C8FF', '#A5ABCAFF', '#A9AECBFF', '#ADB1CDFF', '#B1B5CEFF', '#B4B8D0FF', '#B8BBD1FF', '#BBBED2FF', '#BEC1D4FF', '#C1C4D5FF', '#C5C7D6FF', '#C8CAD8FF', '#CBCCD9FF', '#CDCFDAFF', '#D0D1DBFF', '#D3D4DCFF', '#D5D6DDFF', '#D7D8DEFF', '#D9DADFFF', '#DBDCE0FF', '#DDDEE0FF', '#DFDFE1FF', '#E0E0E1FF', '#E1E1E2FF', '#E2E2E2FF', '#E2E2E2FF', '#E2E1E1FF', '#E2E0E0FF', '#E1DFDFFF', '#E1DDDDFF', '#E0DBDCFF', '#E0D9DAFF', '#DFD6D8FF', '#DED4D6FF', '#DDD1D3FF', '#DCCFD1FF', '#DBCCCEFF', '#DBC9CCFF', '#D9C6C9FF', '#D8C2C6FF', '#D7BFC3FF', '#D6BCC0FF', '#D5B8BDFF', '#D4B5BAFF', '#D2B1B7FF', '#D1ADB3FF', '#CFA9B0FF', '#CEA5ACFF', '#CCA1A9FF', '#CB9DA5FF', '#C999A2FF', '#C7949EFF', '#C6909AFF', '#C48C96FF', '#C28792FF', '#C0828EFF', '#BE7E8AFF', '#BC7986FF', '#B97482FF', '#B76F7EFF', '#B56A7AFF', '#B36576FF', '#B06071FF', '#AE5A6DFF', '#AB5569FF', '#A94F64FF', '#A64A60FF', '#A3445BFF', '#A03E57FF', '#9D3752FF', '#9B304EFF', '#982949FF', '#952045FF', '#911640FF', '#8E063BFF']",The R package: {grDevices},diverging-1,discrete-diverging
Blue-Red 2,"['#4A6FE3FF', '#4F72E2FF', '#5374E2FF', '#5776E2FF', '#5B79E2FF', '#5F7BE1FF', '#637DE1FF', '#667FE1FF', '#6A82E1FF', '#6D84E1FF', '#7086E1FF', '#7489E1FF', '#778BE1FF', '#7A8DE1FF', '#7D90E1FF', '#8092E1FF', '#8394E1FF', '#8696E1FF', '#8999E1FF', '#8C9BE1FF', '#8F9DE1FF', '#92A0E1FF', '#95A2E2FF', '#98A4E2FF', '#9BA6E2FF', '#9EA9E2FF', '#A1ABE2FF', '#A4ADE2FF', '#A6B0E2FF', '#A9B2E2FF', '#ACB4E2FF', '#AFB7E2FF', '#B2B9E2FF', '#B5BBE3FF', '#B7BEE3FF', '#BAC0E3FF', '#BDC2E3FF', '#C0C5E3FF', '#C2C7E3FF', '#C5C9E3FF', '#C8CCE3FF', '#CBCEE3FF', '#CED0E3FF', '#D0D3E3FF', '#D3D5E3FF', '#D6D8E3FF', '#D9DAE3FF', '#DBDCE3FF', '#DEDFE2FF', '#E1E1E2FF', '#E3E1E1FF', '#E3DEDFFF', '#E4DBDCFF', '#E4D7D9FF', '#E4D4D7FF', '#E5D1D4FF', '#E5CED2FF', '#E5CBCFFF', '#E5C8CDFF', '#E6C5CAFF', '#E6C2C8FF', '#E6BFC5FF', '#E6BCC3FF', '#E6B8C0FF', '#E6B5BEFF', '#E6B2BCFF', '#E6AFB9FF', '#E6ACB7FF', '#E5A9B4FF', '#E5A6B2FF', '#E5A3AFFF', '#E59FADFF', '#E49CAAFF', '#E499A8FF', '#E496A5FF', '#E393A3FF', '#E390A1FF', '#E38D9EFF', '#E2899CFF', '#E28699FF', '#E18397FF', '#E18095FF', '#E07C92FF', '#DF7990FF', '#DF768DFF', '#DE738BFF', '#DE6F89FF', '#DD6C86FF', '#DC6984FF', '#DB6581FF', '#DB627FFF', '#DA5E7DFF', '#D95B7AFF', '#D85778FF', '#D75376FF', '#D65073FF', '#D54C71FF', '#D4486FFF', '#D3446CFF', '#D33F6AFF']",The R package: {grDevices},diverging-1,discrete-diverging
Blue-Red 3,"['#002F70FF', '#003375FF', '#00387AFF', '#003C80FF', '#004186FF', '#08458CFF', '#104A92FF', '#174E98FF', '#1D539EFF', '#2257A5FF', '#275CABFF', '#2B60B2FF', '#2F65B8FF', '#3469BFFF', '#3B6EC3FF', '#4473C5FF', '#4D77C8FF', '#557CCAFF', '#5C80CCFF', '#6385CEFF', '#6A8AD0FF', '#708ED3FF', '#7693D5FF', '#7D97D7FF', '#839BD9FF', '#88A0DBFF', '#8EA4DDFF', '#94A9E0FF', '#99ADE2FF', '#9FB1E4FF', '#A4B5E6FF', '#A9BAE7FF', '#AFBEE9FF', '#B4C2EBFF', '#B9C6EDFF', '#BECAEEFF', '#C2CEF0FF', '#C7D1F1FF', '#CCD5F2FF', '#D0D9F4FF', '#D5DCF5FF', '#D9E0F6FF', '#DDE3F7FF', '#E1E6F7FF', '#E5E9F8FF', '#E9ECF8FF', '#ECEFF8FF', '#F0F2F8FF', '#F3F4F8FF', '#F5F6F7FF', '#F7F5F5FF', '#F9F3F3FF', '#F9F0F0FF', '#FAECECFF', '#FAE9E9FF', '#FAE5E5FF', '#F9E1E1FF', '#F9DDDDFF', '#F8D9D9FF', '#F7D5D5FF', '#F6D0D0FF', '#F5CCCCFF', '#F4C7C7FF', '#F2C3C3FF', '#F1BEBEFF', '#EFB9B9FF', '#EDB4B5FF', '#EBAFB0FF', '#E9ABABFF', '#E7A5A6FF', '#E5A0A1FF', '#E29B9BFF', '#E09696FF', '#DD9191FF', '#DA8C8CFF', '#D88687FF', '#D58181FF', '#D27B7CFF', '#CF7676FF', '#CC7071FF', '#C86B6BFF', '#C56566FF', '#C25F60FF', '#BE5A5AFF', '#BB5454FF', '#B74E4EFF', '#B24949FF', '#AB4545FF', '#A54142FF', '#9E3D3EFF', '#98393AFF', '#913636FF', '#8B3232FF', '#842E2EFF', '#7E2A2AFF', '#782526FF', '#712122FF', '#6B1D1EFF', '#651919FF', '#5F1415FF']",The R package: {grDevices},diverging-1,discrete-diverging
Blue-Teal,"['#BCE4D8FF', '#B9E2D7FF', '#B7E1D7FF', '#B4DFD6FF', '#B1DED6FF', '#AFDCD5FF', '#ACDBD5FF', '#AADAD4FF', '#A7D8D3FF', '#A5D7D3FF', '#A2D6D2FF', '#A0D4D2FF', '#9DD3D1FF', '#9BD2D1FF', '#99D0D0FF', '#96CFCFFF', '#94CECFFF', '#92CCCEFF', '#90CBCEFF', '#8DCACDFF', '#8BC9CCFF', '#89C8CCFF', '#87C6CCFF', '#84C5CBFF', '#82C4CBFF', '#80C2CAFF', '#7EC1CAFF', '#7CC0C9FF', '#7ABEC9FF', '#77BDC8FF', '#75BCC7FF', '#73BAC6FF', '#70B9C5FF', '#6EB7C5FF', '#6CB6C4FF', '#69B4C3FF', '#67B3C2FF', '#65B1C2FF', '#62B0C1FF', '#60AFC0FF', '#5DAEBFFF', '#5BADBFFF', '#58ACBEFF', '#56AABDFF', '#53A9BCFF', '#50A8BBFF', '#4EA6BBFF', '#4BA5BAFF', '#49A4B9FF', '#47A2B8FF', '#45A1B8FF', '#439FB7FF', '#419EB6FF', '#409DB5FF', '#3F9BB5FF', '#3E9AB4FF', '#3D98B3FF', '#3B96B2FF', '#3A95B1FF', '#3993B0FF', '#3892AFFF', '#3790AEFF', '#368FAEFF', '#358DACFF', '#358CABFF', '#358AAAFF', '#3589A9FF', '#3587A8FF', '#3586A7FF', '#3584A6FF', '#3583A4FF', '#3481A3FF', '#347FA2FF', '#347EA1FF', '#347DA0FF', '#337B9FFF', '#337A9DFF', '#32799CFF', '#32779BFF', '#32769AFF', '#327499FF', '#317398FF', '#317197FF', '#317096FF', '#316E95FF', '#306C94FF', '#306B93FF', '#306992FF', '#2F6891FF', '#2F6690FF', '#2E658EFF', '#2E648DFF', '#2E628CFF', '#2D618BFF', '#2D608AFF', '#2D5E89FF', '#2D5D88FF', '#2C5C87FF', '#2C5A86FF', '#2C5985FF']",The R package: {ggthemes},sequential-1,discrete-sequential
Blue-Yellow,"['#2D3184FF', '#2B3685FF', '#283C87FF', '#264089FF', '#23458AFF', '#21498CFF', '#1E4E8EFF', '#1C5290FF', '#195692FF', '#165A93FF', '#125E95FF', '#0F6297FF', '#0B6699FF', '#076A9BFF', '#036D9CFF', '#00719EFF', '#0075A0FF', '#0078A1FF', '#007CA3FF', '#007FA5FF', '#0082A6FF', '#0086A7FF', '#0089A9FF', '#028CAAFF', '#068FABFF', '#0C93ADFF', '#1196AEFF', '#1699AFFF', '#1B9CB0FF', '#209FB1FF', '#24A1B2FF', '#29A4B3FF', '#2DA7B4FF', '#32AAB5FF', '#36ACB6FF', '#3AAFB6FF', '#3FB2B7FF', '#43B4B8FF', '#47B7B8FF', '#4BB9B9FF', '#50BBBAFF', '#54BEBAFF', '#58C0BBFF', '#5CC2BBFF', '#60C4BCFF', '#64C6BCFF', '#69C9BDFF', '#6DCBBDFF', '#71CCBDFF', '#75CEBEFF', '#79D0BEFF', '#7DD2BFFF', '#80D4BFFF', '#84D5BFFF', '#88D7C0FF', '#8CD9C0FF', '#90DAC0FF', '#93DCC1FF', '#97DDC1FF', '#9BDEC2FF', '#9EE0C2FF', '#A2E1C2FF', '#A5E2C3FF', '#A9E3C3FF', '#ACE4C4FF', '#AFE6C4FF', '#B3E7C5FF', '#B6E8C5FF', '#B9E8C6FF', '#BCE9C6FF', '#BFEAC7FF', '#C2EBC7FF', '#C5ECC8FF', '#C8ECC9FF', '#CAEDC9FF', '#CDEECAFF', '#D0EECBFF', '#D2EFCCFF', '#D5EFCCFF', '#D7F0CDFF', '#D9F0CEFF', '#DCF0CFFF', '#DEF1D0FF', '#E0F1D1FF', '#E2F1D2FF', '#E4F2D2FF', '#E5F2D3FF', '#E7F2D4FF', '#E9F2D5FF', '#EAF2D7FF', '#ECF2D8FF', '#EDF2D9FF', '#EEF2DAFF', '#EFF2DBFF', '#F0F2DCFF', '#F1F2DEFF', '#F2F2DFFF', '#F2F2E0FF', '#F3F1E2FF', '#F3F1E4FF']",The R package: {grDevices},sequential-1,discrete-sequential
Blue-Yellow 2,"['#4F53B7FF', '#5357B7FF', '#575BB8FF', '#5B5FB9FF', '#5F62BAFF', '#6366BBFF', '#676ABCFF', '#6B6DBDFF', '#6E71BEFF', '#7274BFFF', '#7678C1FF', '#797CC2FF', '#7D7FC3FF', '#8183C5FF', '#8486C6FF', '#888AC7FF', '#8B8DC9FF', '#8F90CAFF', '#9294CCFF', '#9697CDFF', '#999BCEFF', '#9D9ED0FF', '#A0A1D1FF', '#A4A5D2FF', '#A7A8D4FF', '#AAABD5FF', '#AEAFD7FF', '#B1B2D8FF', '#B4B5D9FF', '#B8B9DBFF', '#BBBCDCFF', '#BEBFDDFF', '#C1C2DEFF', '#C5C5E0FF', '#C8C8E1FF', '#CBCBE2FF', '#CECEE3FF', '#D1D1E5FF', '#D4D4E6FF', '#D7D7E7FF', '#DADAE8FF', '#DDDDE9FF', '#DFE0EAFF', '#E2E2EBFF', '#E5E5ECFF', '#E7E7EDFF', '#EAEAEEFF', '#ECECEFFF', '#EEEEF0FF', '#F0F0F0FF', '#F0F0F0FF', '#EEEEEDFF', '#EDECEAFF', '#EBEAE6FF', '#E9E8E2FF', '#E7E6DEFF', '#E4E3DAFF', '#E2E1D6FF', '#E0DED2FF', '#DEDCCEFF', '#DBD9C9FF', '#D9D6C5FF', '#D6D3C0FF', '#D4D1BBFF', '#D1CEB6FF', '#CECBB2FF', '#CCC8ADFF', '#C9C5A8FF', '#C6C2A2FF', '#C4BF9DFF', '#C1BC98FF', '#BEB993FF', '#BCB68DFF', '#B9B388FF', '#B6B082FF', '#B3AD7CFF', '#B0AA76FF', '#ADA770FF', '#ABA46AFF', '#A8A164FF', '#A59E5DFF', '#A29B56FF', '#9F974FFF', '#9C9447FF', '#99913FFF', '#968E36FF', '#938B2BFF', '#90881EFF', '#8D8407FF', '#8A8100FF', '#877E00FF', '#847B00FF', '#817800FF', '#7E7400FF', '#7B7100FF', '#786E00FF', '#756B00FF', '#726800FF', '#6F6400FF', '#6B6100FF']",The R package: {grDevices},diverging-1,discrete-diverging
Blue-Yellow 3,"['#9FA2FFFF', '#A2A5FFFF', '#A5A8FFFF', '#A8ABFFFF', '#ABADFFFF', '#ADB0FFFF', '#B0B3FFFF', '#B3B5FFFF', '#B5B8FFFF', '#B8BAFFFF', '#BABCFFFF', '#BCBFFFFF', '#BFC1FFFF', '#C1C3FFFF', '#C3C5FFFF', '#C5C7FFFF', '#C7CAFFFF', '#C9CCFFFF', '#CBCDFFFF', '#CDCFFFFF', '#CFD1FFFF', '#D1D3FFFF', '#D3D5FFFF', '#D5D6FFFF', '#D6D8FFFF', '#D8DAFFFF', '#D9DBFFFF', '#DBDDFFFF', '#DCDEFFFF', '#DEDFFFFF', '#DFE1FFFF', '#E0E2FFFF', '#E2E3FFFF', '#E3E4FFFF', '#E4E5FFFF', '#E5E6FFFF', '#E6E7FFFF', '#E7E8FFFF', '#E8E9FFFF', '#E9EAFFFF', '#EAEBFFFF', '#EAEBFFFF', '#EBECFFFF', '#ECEDFFFF', '#ECEDFFFF', '#EDEEFFFF', '#EEEEFFFF', '#EEEFFFFF', '#EFEFFFFF', '#F0F0FAFF', '#F2F1E7FF', '#F4F1DFFF', '#F4F1DAFF', '#F5F1D6FF', '#F5F1D2FF', '#F6F1CEFF', '#F6F1CBFF', '#F6F0C7FF', '#F6F0C4FF', '#F6F0C1FF', '#F5EFBEFF', '#F5EFBBFF', '#F5EEB8FF', '#F4EDB5FF', '#F4ECB2FF', '#F3ECAFFF', '#F2EBACFF', '#F2EAA8FF', '#F1E9A5FF', '#F0E8A2FF', '#EFE79FFF', '#EEE69CFF', '#EDE498FF', '#ECE395FF', '#EBE292FF', '#EAE08EFF', '#E8DF8AFF', '#E7DD87FF', '#E5DC83FF', '#E4DA7FFF', '#E2D87CFF', '#E1D778FF', '#DFD574FF', '#DDD36FFF', '#DCD16BFF', '#DACF67FF', '#D8CD62FF', '#D6CB5DFF', '#D4C958FF', '#D2C753FF', '#D0C54EFF', '#CDC248FF', '#CBC041FF', '#C9BE3BFF', '#C6BB33FF', '#C4B92AFF', '#C2B61FFF', '#BFB40FFF', '#BDB100FF', '#BAAE00FF']",The R package: {grDevices},diverging-1,discrete-diverging
Blue2DarkOrange12Steps,"['#1E8E99FF', '#51C3CCFF', '#99F9FFFF', '#B2FCFFFF', '#CCFEFFFF', '#E5FFFFFF', '#FFE5CCFF', '#FFCA99FF', '#FFAD65FF', '#FF8E32FF', '#CC5800FF', '#993F00FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2DarkOrange18Steps,"['#006666FF', '#009999FF', '#00CCCCFF', '#00FFFFFF', '#33FFFFFF', '#65FFFFFF', '#99FFFFFF', '#B2FFFFFF', '#CBFFFFFF', '#E5FFFFFF', '#FFE5CBFF', '#FFCA99FF', '#FFAD65FF', '#FF8E33FF', '#FF6E00FF', '#CC5500FF', '#993D00FF', '#662700FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2DarkRed12Steps,"['#290AD8FF', '#264DFFFF', '#3FA0FFFF', '#72D9FFFF', '#AAF7FFFF', '#E0FFFFFF', '#FFFFBFFF', '#FFE099FF', '#FFAD72FF', '#F76D5EFF', '#D82632FF', '#A50021FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2DarkRed18Steps,"['#2400D8FF', '#181CF7FF', '#2857FFFF', '#3D87FFFF', '#56B0FFFF', '#75D3FFFF', '#99EAFFFF', '#BCF9FFFF', '#EAFFFFFF', '#FFFFEAFF', '#FFF1BCFF', '#FFD699FF', '#FFAC75FF', '#FF7856FF', '#FF3D3DFF', '#F72735FF', '#D8152FFF', '#A50021FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2Gray8Steps,"['#0099CCFF', '#66E5FFFF', '#99FFFFFF', '#CCFFFFFF', '#E5E5E5FF', '#999999FF', '#666666FF', '#333333FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2Green14Steps,"['#0000FFFF', '#3333FFFF', '#6565FFFF', '#9999FFFF', '#B2B2FFFF', '#CBCBFFFF', '#E5E5FFFF', '#E5FFE5FF', '#CBFFCBFF', '#B2FFB2FF', '#99FF99FF', '#65FF65FF', '#33FF33FF', '#00FF00FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2Orange10Steps,"['#0054FFFF', '#3299FFFF', '#65CCFFFF', '#99EDFFFF', '#CCFFFFFF', '#FFFFCCFF', '#FFEE99FF', '#FFCC65FF', '#FF9932FF', '#FF5500FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2Orange12Steps,"['#002AFFFF', '#1965FFFF', '#3299FFFF', '#65CCFFFF', '#99EDFFFF', '#CCFFFFFF', '#FFFFCCFF', '#FFEE99FF', '#FFCC65FF', '#FF9932FF', '#FF6619FF', '#FF2A00FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2Orange8Steps,"['#007FFFFF', '#4CC3FFFF', '#99EDFFFF', '#CCFFFFFF', '#FFFFCCFF', '#FFEE99FF', '#FFC34CFF', '#FF7F00FF']",The R package: {colorBlindness},diverging,discrete-diverging
Blue2OrangeRed14Steps,"['#075AFFFF', '#3276FFFF', '#5990FFFF', '#8CB2FFFF', '#BFD4FFFF', '#E5EEFFFF', '#F7F9FFFF', '#FFFFCCFF', '#FFFF99FF', '#FFFF00FF', '#FFCC00FF', '#FF9900FF', '#FF6600FF', '#FF0000FF']",The R package: {colorBlindness},diverging,discrete-diverging
BlueRidgePkwy,"['#EC8FA3FF', '#FCBA65FF', '#FAECCFFF', '#8D7F99FF', '#8C9D57FF', '#163343FF']",The R package: {nationalparkcolors},qualitative,discrete-qualitative
BluebirdAzurite,"['#0B8EF8FF', '#B5D6F5FF', '#681A15FF', '#043CB2FF', '#DC5750FF']",The R package: {tvthemes},qualitative,discrete-qualitative
